instance_id,task,variant_idx,strategy,base_text,paraphrased_text,sbert_similarity,full_prompt,input_text,reference_output
qa_0002,qa,7,simple_vocab,"Why do direct competitors often locate extremely close to each other? I’m thinking of how you often find Lowe’s and Home Depot within two blocks of each other, or Walgreens and CVS or stores like that across an intersection. Wouldn’t the one moving in tend to be better off further away?","Why do similar stores, like home improvement or pharmacy chains, often open in the same area, sometimes right across the street from each other, instead of choosing a location farther away to avoid competing directly?",0.8256,"Answer the following question clearly and accurately.

Question: Why do similar stores, like home improvement or pharmacy chains, often open in the same area, sometimes right across the street from each other, instead of choosing a location farther away to avoid competing directly?

Answer:","Why do direct competitors often locate extremely close to each other? I’m thinking of how you often find Lowe’s and Home Depot within two blocks of each other, or Walgreens and CVS or stores like that across an intersection. Wouldn’t the one moving in tend to be better off further away?",Apparently my other comment was not long enough. They end up creating a Nash equilibrium where they can't improve their position any further without hurting some portion of their customers. See this video _URL_0_
qa_0003,qa,0,formal_tone,"why do radio signals seem to get stronger momentarily, when you drive through an underpass?",What causes the temporary increase in signal strength of radio transmissions when a vehicle passes through a tunnel or underpass?,0.8745,"Answer the following question clearly and accurately.

Question: What causes the temporary increase in signal strength of radio transmissions when a vehicle passes through a tunnel or underpass?

Answer:","why do radio signals seem to get stronger momentarily, when you drive through an underpass?","Speculative, as I know of no scientific study on the subject, but I am an electronics technician and electronic warfare specialist who works with various radio and radar equipment. It's possible that the angle of your radio station relative to the freeway (and thus overpasses) is such that just as you go through the underpass, you are being hit with radio waves reflected off the concrete & steel structure above you, in addition to the ones travelling on the same plane (horizontal) as you are. That is simply a hypothesis however, and would require testing to prove empirically."
qa_0003,qa,1,casual_tone,"why do radio signals seem to get stronger momentarily, when you drive through an underpass?",What's the deal with radio signals getting a temporary boost when you're driving under a bridge or tunnel?,0.8556,"Answer the following question clearly and accurately.

Question: What's the deal with radio signals getting a temporary boost when you're driving under a bridge or tunnel?

Answer:","why do radio signals seem to get stronger momentarily, when you drive through an underpass?","Speculative, as I know of no scientific study on the subject, but I am an electronics technician and electronic warfare specialist who works with various radio and radar equipment. It's possible that the angle of your radio station relative to the freeway (and thus overpasses) is such that just as you go through the underpass, you are being hit with radio waves reflected off the concrete & steel structure above you, in addition to the ones travelling on the same plane (horizontal) as you are. That is simply a hypothesis however, and would require testing to prove empirically."
qa_0003,qa,2,different_structure,"why do radio signals seem to get stronger momentarily, when you drive through an underpass?",What causes the temporary increase in strength of radio signals when driving through an underpass?,0.9624,"Answer the following question clearly and accurately.

Question: What causes the temporary increase in strength of radio signals when driving through an underpass?

Answer:","why do radio signals seem to get stronger momentarily, when you drive through an underpass?","Speculative, as I know of no scientific study on the subject, but I am an electronics technician and electronic warfare specialist who works with various radio and radar equipment. It's possible that the angle of your radio station relative to the freeway (and thus overpasses) is such that just as you go through the underpass, you are being hit with radio waves reflected off the concrete & steel structure above you, in addition to the ones travelling on the same plane (horizontal) as you are. That is simply a hypothesis however, and would require testing to prove empirically."
qa_0003,qa,3,elaborated,"why do radio signals seem to get stronger momentarily, when you drive through an underpass?",What causes the temporary surge in signal strength of radio broadcasts that is commonly experienced while driving a vehicle through an underpass or tunnel?,0.8756,"Answer the following question clearly and accurately.

Question: What causes the temporary surge in signal strength of radio broadcasts that is commonly experienced while driving a vehicle through an underpass or tunnel?

Answer:","why do radio signals seem to get stronger momentarily, when you drive through an underpass?","Speculative, as I know of no scientific study on the subject, but I am an electronics technician and electronic warfare specialist who works with various radio and radar equipment. It's possible that the angle of your radio station relative to the freeway (and thus overpasses) is such that just as you go through the underpass, you are being hit with radio waves reflected off the concrete & steel structure above you, in addition to the ones travelling on the same plane (horizontal) as you are. That is simply a hypothesis however, and would require testing to prove empirically."
qa_0003,qa,4,technical_vocab,"why do radio signals seem to get stronger momentarily, when you drive through an underpass?",What causes the temporary enhancement of radio wave reception when a vehicle passes through a tunnel or underpass?,0.8697,"Answer the following question clearly and accurately.

Question: What causes the temporary enhancement of radio wave reception when a vehicle passes through a tunnel or underpass?

Answer:","why do radio signals seem to get stronger momentarily, when you drive through an underpass?","Speculative, as I know of no scientific study on the subject, but I am an electronics technician and electronic warfare specialist who works with various radio and radar equipment. It's possible that the angle of your radio station relative to the freeway (and thus overpasses) is such that just as you go through the underpass, you are being hit with radio waves reflected off the concrete & steel structure above you, in addition to the ones travelling on the same plane (horizontal) as you are. That is simply a hypothesis however, and would require testing to prove empirically."
qa_0003,qa,5,simple_vocab,"why do radio signals seem to get stronger momentarily, when you drive through an underpass?",Why do you sometimes get better radio reception for a short time when you drive under a bridge or tunnel?,0.8356,"Answer the following question clearly and accurately.

Question: Why do you sometimes get better radio reception for a short time when you drive under a bridge or tunnel?

Answer:","why do radio signals seem to get stronger momentarily, when you drive through an underpass?","Speculative, as I know of no scientific study on the subject, but I am an electronics technician and electronic warfare specialist who works with various radio and radar equipment. It's possible that the angle of your radio station relative to the freeway (and thus overpasses) is such that just as you go through the underpass, you are being hit with radio waves reflected off the concrete & steel structure above you, in addition to the ones travelling on the same plane (horizontal) as you are. That is simply a hypothesis however, and would require testing to prove empirically."
qa_0004,qa,0,formal_tone,Why does it look like car wheels are spinning backwards in movies and on TV?,What causes the illusion of reverse wheel rotation on vehicles in cinematic and televised depictions?,0.8698,"Answer the following question clearly and accurately.

Question: What causes the illusion of reverse wheel rotation on vehicles in cinematic and televised depictions?

Answer:",Why does it look like car wheels are spinning backwards in movies and on TV?,"If the rate of rotation is just under the frame rate, it can create an optical illusion. Imagine recording video of a really fast clock with a hand initially pointing at 12. Now, imagine if the next frame was the hand pointing at 11. In reality, the hand moved all the way through 1, 2, 3, etc., but the next picture wasn't taken until it was pointing at 11. At this rate, the next picture/frame would be taken when the hand was pointing at 10, etc. It would appear the hand was moving counter-clockwise even though it's really moving clockwise very quickly. If you take advantage of this intentionally, some really amazing effects can be achieved. For instance: _URL_0_"
qa_0004,qa,1,casual_tone,Why does it look like car wheels are spinning backwards in movies and on TV?,You know how sometimes it looks like car wheels are rotating the wrong way in films and on TV - what's the deal with that?,0.9025,"Answer the following question clearly and accurately.

Question: You know how sometimes it looks like car wheels are rotating the wrong way in films and on TV - what's the deal with that?

Answer:",Why does it look like car wheels are spinning backwards in movies and on TV?,"If the rate of rotation is just under the frame rate, it can create an optical illusion. Imagine recording video of a really fast clock with a hand initially pointing at 12. Now, imagine if the next frame was the hand pointing at 11. In reality, the hand moved all the way through 1, 2, 3, etc., but the next picture wasn't taken until it was pointing at 11. At this rate, the next picture/frame would be taken when the hand was pointing at 10, etc. It would appear the hand was moving counter-clockwise even though it's really moving clockwise very quickly. If you take advantage of this intentionally, some really amazing effects can be achieved. For instance: _URL_0_"
qa_0004,qa,2,reordered_clauses,Why does it look like car wheels are spinning backwards in movies and on TV?,"In movies and on TV, why do car wheels appear to be spinning in reverse?",0.9374,"Answer the following question clearly and accurately.

Question: In movies and on TV, why do car wheels appear to be spinning in reverse?

Answer:",Why does it look like car wheels are spinning backwards in movies and on TV?,"If the rate of rotation is just under the frame rate, it can create an optical illusion. Imagine recording video of a really fast clock with a hand initially pointing at 12. Now, imagine if the next frame was the hand pointing at 11. In reality, the hand moved all the way through 1, 2, 3, etc., but the next picture wasn't taken until it was pointing at 11. At this rate, the next picture/frame would be taken when the hand was pointing at 10, etc. It would appear the hand was moving counter-clockwise even though it's really moving clockwise very quickly. If you take advantage of this intentionally, some really amazing effects can be achieved. For instance: _URL_0_"
qa_0004,qa,3,synonyms,Why does it look like car wheels are spinning backwards in movies and on TV?,Why do vehicle tires appear to rotate in reverse on film and television?,0.8672,"Answer the following question clearly and accurately.

Question: Why do vehicle tires appear to rotate in reverse on film and television?

Answer:",Why does it look like car wheels are spinning backwards in movies and on TV?,"If the rate of rotation is just under the frame rate, it can create an optical illusion. Imagine recording video of a really fast clock with a hand initially pointing at 12. Now, imagine if the next frame was the hand pointing at 11. In reality, the hand moved all the way through 1, 2, 3, etc., but the next picture wasn't taken until it was pointing at 11. At this rate, the next picture/frame would be taken when the hand was pointing at 10, etc. It would appear the hand was moving counter-clockwise even though it's really moving clockwise very quickly. If you take advantage of this intentionally, some really amazing effects can be achieved. For instance: _URL_0_"
qa_0004,qa,4,different_structure,Why does it look like car wheels are spinning backwards in movies and on TV?,What causes the illusion that car wheels appear to be rotating in reverse in film and television?,0.8976,"Answer the following question clearly and accurately.

Question: What causes the illusion that car wheels appear to be rotating in reverse in film and television?

Answer:",Why does it look like car wheels are spinning backwards in movies and on TV?,"If the rate of rotation is just under the frame rate, it can create an optical illusion. Imagine recording video of a really fast clock with a hand initially pointing at 12. Now, imagine if the next frame was the hand pointing at 11. In reality, the hand moved all the way through 1, 2, 3, etc., but the next picture wasn't taken until it was pointing at 11. At this rate, the next picture/frame would be taken when the hand was pointing at 10, etc. It would appear the hand was moving counter-clockwise even though it's really moving clockwise very quickly. If you take advantage of this intentionally, some really amazing effects can be achieved. For instance: _URL_0_"
qa_0004,qa,5,simple_vocab,Why does it look like car wheels are spinning backwards in movies and on TV?,Why do car wheels sometimes appear to turn in reverse when you see them in films and on television?,0.9259,"Answer the following question clearly and accurately.

Question: Why do car wheels sometimes appear to turn in reverse when you see them in films and on television?

Answer:",Why does it look like car wheels are spinning backwards in movies and on TV?,"If the rate of rotation is just under the frame rate, it can create an optical illusion. Imagine recording video of a really fast clock with a hand initially pointing at 12. Now, imagine if the next frame was the hand pointing at 11. In reality, the hand moved all the way through 1, 2, 3, etc., but the next picture wasn't taken until it was pointing at 11. At this rate, the next picture/frame would be taken when the hand was pointing at 10, etc. It would appear the hand was moving counter-clockwise even though it's really moving clockwise very quickly. If you take advantage of this intentionally, some really amazing effects can be achieved. For instance: _URL_0_"
