model,instance_id,topic_label,n_variants,sms,auc_e,trd,kpig,ppl_var,bf,cs,hs,faithfulness,human_score,avg_length,avg_coverage,usd,trd_semantic,kpig_advanced,diagnostic_ori,diagnostic_ifi,diagnostic_pri,diagnosis,rouge1,rouge2,rougeL,judge_raw_outputs,faithfulness_raw_outputs
meta-llama/Llama-3.1-8B-Instruct,dial_0000,dialogue,1,1.0,0.21621621621621626,0.0,1.0,0.0,0.0,0.8418306112289429,0.38461538461538464,1.0,1.0,30.0,1.0,0.05535928606986995,0.0,1.0,0.5245901639344263,1.0,0.6881720430107527,Internally Stable / Output-Sensitive,0.21621621621621626,0.17142857142857143,0.21621621621621626,"[{""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}]"
meta-llama/Llama-3.1-8B-Instruct,dial_0001,dialogue,8,0.898177407681942,0.680301437658504,0.03148510307073593,0.3000000294878277,0.0,0.0,0.8336964473128319,0.37658024099556364,1.0,0.47500000000000003,48.5,1.0,0.42606471963226794,0.03148510307073593,0.3000000294878277,0.5756104583916066,1.0,0.7306507205838091,Internally Stable / Output-Sensitive,0.2610797117181748,0.22842219753500714,0.2610797117181748,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
meta-llama/Llama-3.1-8B-Instruct,dial_0003,dialogue,4,0.9408519510179758,0.9085851339313196,0.016263499855995178,0.30000002790728203,0.0,0.0,0.8880181312561035,0.4774334121760593,1.0,0.25,41.75,1.0,0.6871471263468265,0.016263499855995178,0.30000002790728203,0.6141238470437604,1.0,0.7609377039667897,Internally Stable / Output-Sensitive,0.2831899188282167,0.2530378821120375,0.2831899188282167,"[{""raw_output"": ""2"", ""score"": 0.4}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""1"", ""score"": 0.2}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
meta-llama/Llama-3.1-8B-Instruct,dial_0004,dialogue,1,1.0,0.09523809523809523,0.0,1.0,0.0,0.0,0.8904120326042175,0.8181818181818182,0.5,1.0,79.0,1.0,0.16335578858852384,0.0,1.0,0.2962962962962963,1.0,0.45714285714285713,Internally Stable / Output-Sensitive,0.09523809523809523,0.07317073170731708,0.09523809523809523,"[{""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""neutral"", ""score"": 0.5}]"
meta-llama/Llama-3.1-8B-Instruct,qa_0000,qa,1,1.0,0.07650273224043716,0.0,0.8365994457203123,0.0,0.0,0.8507224917411804,0.9107142857142857,1.0,1.0,161.0,1.0,0.05224712789058683,0.0,0.8365994457203123,0.24590047437489904,1.0,0.3947353411166711,Internally Stable / Output-Sensitive,0.09836065573770493,0.022099447513812157,0.07650273224043716,"[{""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}]"
meta-llama/Llama-3.1-8B-Instruct,qa_0001,qa,2,0.8200337737798691,0.9927375570009987,0.03666532039642334,0.23311102906132142,0.0,0.0,0.5491927266120911,0.8392672858617132,1.0,1.0,152.5,0.3125,0.2297690361738205,0.03666532039642334,0.23311102906132142,0.5294759462672349,1.0,0.6923625671386966,Internally Stable / Output-Sensitive,0.24752682763246145,0.04645403697536399,0.1510102280348759,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
meta-llama/Llama-3.1-8B-Instruct,qa_0002,qa,8,0.8285927027463913,0.7250943546492753,0.053604066371917725,0.2254587955835679,0.0,0.0,0.20869921222329138,0.8998444206794138,0.9375,1.0,154.0,0.0,0.3611431946232915,0.053604066371917725,0.2254587955835679,0.49516981081115463,1.0,0.662359294885063,Internally Stable / Output-Sensitive,0.08755160179766813,0.006628866669842769,0.05890016057909574,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
meta-llama/Llama-3.1-8B-Instruct,qa_0003,qa,6,0.8470230586826801,0.9297594892144567,0.04605353996157646,0.22304310077463627,0.0,0.0,0.29344526893562733,0.8894371021105526,0.8333333333333334,1.0,146.83333333333334,0.05555555555555555,0.35015159906612503,0.04605353996157646,0.22304310077463627,0.5136194136173287,1.0,0.6786638820783271,Internally Stable / Output-Sensitive,0.2539116266098693,0.025749574462007953,0.1462195983001114,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""contradiction"", ""score"": 0.0}]"
meta-llama/Llama-3.1-8B-Instruct,qa_0004,qa,6,0.7915148250758648,0.8801714317694594,0.06332417577505112,0.2294421805503655,0.0,0.0,0.3705484576168514,0.8618941622618093,0.5833333333333334,0.7333333333333334,160.5,0.16666666666666666,0.14120210980375614,0.06332417577505112,0.2294421805503655,0.5111465566173304,1.0,0.6765016329872348,Internally Stable / Output-Sensitive,0.2409159485444172,0.025849163353110032,0.1422949755903074,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""1"", ""score"": 0.2}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""contradiction"", ""score"": 0.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,summ_0000,summarization,4,0.9519764818251133,0.9194268640353291,0.01318417489528656,0.2617171110020443,0.0,0.0,0.7962714374065399,0.22229269438571764,0.5,0.8,82.75,0.6749999999999999,0.015514404177665808,0.01318417489528656,0.2617171110020443,0.5736938443568941,1.0,0.7291047701738197,Internally Stable / Output-Sensitive,0.40895031191743303,0.13287617706597593,0.19134442141659466,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""neutral"", ""score"": 0.5}]"
Qwen/Qwen2.5-7B-Instruct,summ_0001,summarization,8,0.9134702086448669,0.8839095855320264,0.026691295206546783,0.26674546998527693,0.0,0.0,0.7479235556508814,0.5201312293619099,1.0,0.8999999999999999,156.375,0.7142857142857143,0.022838672064244614,0.026691295206546783,0.26674546998527693,0.571234409186038,1.0,0.7271154524702144,Internally Stable / Output-Sensitive,0.274349971607877,0.077830121944318,0.18931246205489421,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,summ_0002,summarization,8,0.8486320897936821,0.8330639652669058,0.047181449830532074,0.23886296061094064,0.0,0.0,0.5730219623790338,0.5553270323136067,0.9375,0.85,159.25,0.34615384615384615,0.07561447724986525,0.047181449830532074,0.23886296061094064,0.5252946699524265,1.0,0.6887779526152941,Internally Stable / Output-Sensitive,0.22711771935274389,0.05412363054329353,0.1395335172759633,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,summ_0003,summarization,8,0.903260251507163,0.6816389545862105,0.029889218509197235,0.25160861969513626,0.0,0.0,0.6827412508428097,0.4409730899192667,1.0,0.7999999999999999,148.375,0.5859375,0.050263538397848695,0.029889218509197235,0.25160861969513626,0.5277469776383509,1.0,0.6908826989848308,Internally Stable / Output-Sensitive,0.23145178598366098,0.08870884807491428,0.13524311396960814,"[{""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""4"", ""score"": 0.8}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,summ_0004,summarization,8,0.7963646575808525,0.760628708546748,0.0640256255865097,0.25514623819248117,0.0,0.0,0.6411282457411289,0.5440078397427537,0.875,0.9249999999999999,146.0,0.5625,0.16330925095826376,0.0640256255865097,0.25514623819248117,0.529231134147924,1.0,0.6921532295937822,Internally Stable / Output-Sensitive,0.2172747068185593,0.04852434805418153,0.1336808618618867,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""3"", ""score"": 0.6}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
Qwen/Qwen2.5-7B-Instruct,crea_0000,creative,8,0.8871872946619987,0.9141310157835751,0.03494488447904587,0.21448671171001288,0.0,0.0,0.30775738522410395,0.5732678026614906,0.875,0.875,153.5,0.15156250000000002,0.1936599973067641,0.03494488447904587,0.21448671171001288,0.505076234288644,1.0,0.6711636564075601,Internally Stable / Output-Sensitive,0.19325438009059892,0.05985137258797791,0.10319453569793882,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""2"", ""score"": 0.4}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""neutral"", ""score"": 0.5}]"
Qwen/Qwen2.5-7B-Instruct,crea_0001,creative,8,0.8626994974911213,0.9255104476257777,0.04269865155220032,0.22616772067961785,0.0,0.0,0.5592836351955638,0.7317790593950613,1.0,0.9249999999999999,159.0,0.26838235294117646,0.13417092868510405,0.04269865155220032,0.22616772067961785,0.5190937203460556,1.0,0.6834255364149672,Internally Stable / Output-Sensitive,0.34358235517034397,0.07717319009774543,0.16941648971927173,"[{""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""4"", ""score"": 0.8}, {""raw_output"": ""5"", ""score"": 1.0}, {""raw_output"": ""5"", ""score"": 1.0}]","[{""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}, {""raw_label"": ""entailment"", ""score"": 1.0}]"
