article_id,seed_id,pool,dimension,cs_mean,sensitivity,diagnosis
art_0001,A27,A,Emphasis Focus,0.6108699504818235,0.6164658634538153,Fragile
art_0001,A28,A,Emphasis Focus,0.6535405083781197,0.5552208835341366,Fragile
art_0001,A29,A,Tone Register,0.7662649225620997,0.5690763052208836,Fragile
art_0001,A30,A,Tone Register,0.675826527533077,0.4955823293172691,Fragile
art_0001,A31,A,Tone Register,0.7654657562573751,0.6469879518072289,Fragile
art_0001,A32,A,Tone Register,0.7373677676632292,0.6923694779116466,Fragile
art_0001,A33,A,Completeness Framing,0.7495534313576563,0.5305220883534136,Fragile
art_0001,A34,A,Completeness Framing,0.8012970600809369,0.614859437751004,Fragile
art_0001,A35,A,Completeness Framing,0.7256097970973879,0.7411646586345382,Fragile
art_0001,B01,B,Lexical Filter,0.4015653491729782,0.5923694779116466,Unreliable
art_0001,B02,B,Lexical Filter,0.8299816704931714,0.4166666666666667,True Robustness
art_0001,B03,B,Lexical Filter,0.7557189911603928,0.6106425702811245,Fragile
art_0001,B04,B,Theme Isolation,0.3068413609372718,0.9347389558232931,Unreliable
art_0001,B05,B,Theme Isolation,0.5960838737941924,0.7620481927710844,Fragile
art_0001,B06,B,Theme Isolation,0.5910628785689672,0.8285140562248996,Fragile
art_0001,B07,B,Theme Isolation,0.6322252285622415,0.5656626506024096,Fragile
art_0001,B08,B,Theme Isolation,0.6298078447580336,0.8995983935742972,Fragile
art_0001,B09,B,Persona / Tone,0.6736546187173752,0.7341365461847389,Fragile
art_0001,B10,B,Persona / Tone,0.641525082644962,0.3062248995983936,True Robustness
art_0001,B11,B,Persona / Tone,0.7633916153794243,0.34558232931726907,True Robustness
art_0001,B12,B,Persona / Tone,0.7099803856440954,0.8704819277108433,Fragile
art_0001,B13,B,Persona / Tone,0.6547391492696035,0.7945783132530121,Fragile
art_0001,B14,B,Persona / Tone,0.7403889709994907,0.8242971887550201,Fragile
art_0001,B15,B,Meta-reflection,0.6873126047707742,0.7775100401606425,Fragile
art_0002,A01,A,Direct Command,0.5948338516247578,0.4734939759036144,True Robustness
art_0002,A02,A,Direct Command,0.6335651341539162,0.6903614457831325,Fragile
art_0002,A03,A,Direct Command,0.616139422624539,0.27951807228915665,True Robustness
art_0002,A04,A,Direct Command,0.6350993823546629,0.2395582329317269,True Robustness
art_0002,A05,A,Question Form,0.5968371476882542,0.7329317269076305,Fragile
art_0002,A06,A,Question Form,0.6055849920480679,0.2676706827309237,True Robustness
art_0002,A07,A,Question Form,0.4744755564591823,0.6512048192771084,Unreliable
art_0002,A08,A,Question Form,0.4744945072974914,0.6516064257028112,Unreliable
art_0002,A09,A,Role Based,0.6700906925476514,0.44216867469879517,True Robustness
art_0002,A10,A,Role Based,0.6686623635200354,0.4054216867469879,True Robustness
art_0002,A11,A,Role Based,0.6451539408702116,0.4670682730923694,True Robustness
art_0002,A12,A,Role Based,0.6511776722394503,0.511847389558233,Fragile
art_0002,A13,A,Constraint Based,0.4634919655628693,0.35843373493975905,Consistently Poor
art_0002,A14,A,Constraint Based,0.6510862990831717,0.3156626506024096,True Robustness
art_0002,A15,A,Constraint Based,0.6139854494577799,0.3313253012048193,True Robustness
art_0002,A16,A,Analytical Framing,0.6569326825630971,0.45963855421686745,True Robustness
art_0002,A17,A,Analytical Framing,0.5461358382151678,0.7799196787148595,Unreliable
art_0002,A18,A,Analytical Framing,0.6146061229400145,0.5038152610441766,Fragile
art_0002,A19,A,Analytical Framing,0.5243290288326068,0.7054216867469879,Unreliable
art_0002,A20,A,Output Format,0.6335812975198795,0.3658634538152611,True Robustness
art_0002,A21,A,Output Format,0.6559128142320193,0.5034136546184739,Fragile
art_0002,A22,A,Output Format,0.6389208099780938,0.36325301204819277,True Robustness
art_0002,A23,A,Audience Perspective,0.5346801109038867,0.4895582329317269,Consistently Poor
art_0002,A24,A,Audience Perspective,0.6178441250171417,0.22670682730923697,True Robustness
art_0002,A25,A,Audience Perspective,0.6340405910443038,0.4534136546184739,True Robustness
art_0002,A26,A,Emphasis Focus,0.6341194609800974,0.39558232931726905,True Robustness
art_0002,A27,A,Emphasis Focus,0.6362271786500245,0.46927710843373494,True Robustness
art_0002,A28,A,Emphasis Focus,0.5215631154103156,0.8319277108433735,Unreliable
art_0002,A29,A,Tone Register,0.6263195188381733,0.4423694779116466,True Robustness
art_0002,A30,A,Tone Register,0.6480948390104831,0.3146586345381526,True Robustness
art_0002,A31,A,Tone Register,0.6570807867325269,0.42771084337349397,True Robustness
art_0002,A32,A,Tone Register,0.6288458070693871,0.5704819277108434,Fragile
art_0002,A33,A,Completeness Framing,0.5607197208282275,0.30823293172690763,Consistently Poor
art_0002,A34,A,Completeness Framing,0.6293881554634143,0.29156626506024097,True Robustness
art_0002,A35,A,Completeness Framing,0.6202856115041634,0.24136546184738958,True Robustness
art_0002,B01,B,Lexical Filter,0.29376803071070934,0.5967871485943774,Unreliable
art_0002,B02,B,Lexical Filter,0.6045035815391785,0.22590361445783133,True Robustness
art_0002,B03,B,Lexical Filter,0.6262089812602752,0.6592369477911647,Fragile
art_0002,B04,B,Theme Isolation,0.4652060169057968,0.5560240963855422,Unreliable
art_0002,B05,B,Theme Isolation,0.4919815094043048,0.5726907630522088,Unreliable
art_0002,B06,B,Theme Isolation,0.5166292515320655,0.808433734939759,Unreliable
art_0002,B07,B,Theme Isolation,0.6072355420925678,0.36606425702811246,True Robustness
art_0002,B08,B,Theme Isolation,0.5083236411595956,0.8012048192771084,Unreliable
art_0002,B09,B,Persona / Tone,0.4617066891529622,0.46606425702811244,Consistently Poor
art_0002,B10,B,Persona / Tone,0.4875766046536274,0.46325301204819275,Consistently Poor
art_0002,B11,B,Persona / Tone,0.5626684912504295,0.26265060240963856,True Robustness
art_0002,B12,B,Persona / Tone,0.5996670874265524,0.7477911646586345,Fragile
art_0002,B13,B,Persona / Tone,0.5022898950637916,0.7867469879518072,Unreliable
art_0002,B14,B,Persona / Tone,0.5070648915492572,0.5696787148594378,Unreliable
art_0002,B15,B,Meta-reflection,0.4699866733489892,0.5985943775100402,Unreliable
art_0003,A01,A,Direct Command,0.40721291019803,0.6431726907630522,Unreliable
art_0003,A02,A,Direct Command,0.5205184579605148,0.5261044176706827,Unreliable
art_0003,A03,A,Direct Command,0.43268613091536934,0.3192771084337349,Consistently Poor
art_0003,A04,A,Direct Command,0.4691677224777993,0.4218875502008032,Consistently Poor
art_0003,A05,A,Question Form,0.36439030262685956,0.4036144578313253,Consistently Poor
art_0003,A06,A,Question Form,0.512499114941983,0.2580321285140562,Consistently Poor
art_0003,A07,A,Question Form,0.43688380079610006,0.6385542168674699,Unreliable
art_0003,A08,A,Question Form,0.41427579805964515,0.4753012048192771,Consistently Poor
art_0003,A09,A,Role Based,0.5006384537333535,0.5528112449799196,Unreliable
art_0003,A10,A,Role Based,0.5693081056787853,0.34939759036144574,True Robustness
art_0003,A11,A,Role Based,0.5398410565796353,0.7660642570281124,Unreliable
art_0003,A12,A,Role Based,0.42228195532446816,0.378714859437751,Consistently Poor
art_0003,A13,A,Constraint Based,0.427466580910342,0.6618473895582329,Unreliable
art_0003,A14,A,Constraint Based,0.4698216514218421,0.243574297188755,Consistently Poor
art_0003,A15,A,Constraint Based,0.450399025565102,0.565863453815261,Unreliable
art_0003,A16,A,Analytical Framing,0.6224603809061505,0.5797188755020081,Fragile
art_0003,A17,A,Analytical Framing,0.49436922903571806,0.5206827309236948,Unreliable
art_0003,A18,A,Analytical Framing,0.6097334580762046,0.26746987951807233,True Robustness
art_0003,A19,A,Analytical Framing,0.43026889009135116,0.6763052208835342,Unreliable
art_0003,A20,A,Output Format,0.4354105350517092,0.37289156626506026,Consistently Poor
art_0003,A21,A,Output Format,0.3696542545443489,0.5614457831325301,Unreliable
art_0003,A22,A,Output Format,0.4971472812550408,0.29899598393574295,Consistently Poor
art_0003,A23,A,Audience Perspective,0.4632728954865819,0.6399598393574297,Unreliable
art_0003,A24,A,Audience Perspective,0.4295400065325556,0.43052208835341366,Consistently Poor
art_0003,A25,A,Audience Perspective,0.47967712403762913,0.6269076305220883,Unreliable
art_0003,A26,A,Emphasis Focus,0.5717604188692003,0.5506024096385542,Fragile
art_0003,A27,A,Emphasis Focus,0.5207441367563749,0.5690763052208835,Unreliable
art_0003,A28,A,Emphasis Focus,0.41961192907322026,0.48654618473895583,Consistently Poor
art_0003,A29,A,Tone Register,0.49971460231712883,0.5389558232931727,Unreliable
art_0003,A30,A,Tone Register,0.4908254380737032,0.7560240963855421,Unreliable
art_0003,A31,A,Tone Register,0.5969192875283106,0.6092369477911647,Fragile
art_0003,A32,A,Tone Register,0.46125270142441704,0.4475903614457831,Consistently Poor
art_0003,A33,A,Completeness Framing,0.40783442202068515,0.5516064257028113,Unreliable
art_0003,A34,A,Completeness Framing,0.5721889893923487,0.6086345381526105,Fragile
art_0003,A35,A,Completeness Framing,0.5213485445295062,0.4463855421686747,Consistently Poor
art_0003,B01,B,Lexical Filter,0.1587152381738027,0.6929718875502008,Unreliable
art_0003,B02,B,Lexical Filter,0.5213750356010028,0.5331325301204819,Unreliable
art_0003,B03,B,Lexical Filter,0.4885976779318992,0.6118473895582329,Unreliable
art_0003,B04,B,Theme Isolation,0.46937344790924157,0.4853413654618474,Consistently Poor
art_0003,B05,B,Theme Isolation,0.47694843759139377,0.6295180722891567,Unreliable
art_0003,B06,B,Theme Isolation,0.4072428320844968,0.7572289156626506,Unreliable
art_0003,B07,B,Theme Isolation,0.49562291020438787,0.43012048192771085,Consistently Poor
art_0003,B08,B,Theme Isolation,0.5556017096553529,0.5738955823293173,Unreliable
art_0003,B09,B,Persona / Tone,0.41663391639788944,0.24477911646586348,Consistently Poor
art_0003,B10,B,Persona / Tone,0.4040425817171733,0.5662650602409639,Unreliable
art_0003,B11,B,Persona / Tone,0.5970991026787531,0.4528112449799197,True Robustness
art_0003,B12,B,Persona / Tone,0.42744499444961537,0.738152610441767,Unreliable
art_0003,B13,B,Persona / Tone,0.3839199106608118,0.3957831325301205,Consistently Poor
art_0003,B14,B,Persona / Tone,0.40383573408637724,0.4746987951807229,Consistently Poor
art_0003,B15,B,Meta-reflection,0.3571306247086752,0.7022088353413655,Unreliable
art_0004,A01,A,Direct Command,0.5028973539670308,0.3321285140562249,Consistently Poor
art_0004,A02,A,Direct Command,0.6141075054804483,0.5188755020080321,Fragile
art_0004,A03,A,Direct Command,0.5379713396231334,0.22429718875502008,Consistently Poor
art_0004,A04,A,Direct Command,0.5407619655132293,0.27630522088353415,Consistently Poor
art_0004,A05,A,Question Form,0.4448177675406138,0.4066265060240964,Consistently Poor
art_0004,A06,A,Question Form,0.5688227951526642,0.3885542168674699,True Robustness
art_0004,A07,A,Question Form,0.40928038309017817,0.5325301204819277,Unreliable
art_0004,A08,A,Question Form,0.4203315099080404,0.29678714859437755,Consistently Poor
art_0004,A09,A,Role Based,0.5711672276258469,0.21927710843373494,True Robustness
art_0004,A10,A,Role Based,0.5539126674334208,0.30542168674698794,Consistently Poor
art_0004,A11,A,Role Based,0.5042795732617379,0.5148594377510041,Unreliable
art_0004,A12,A,Role Based,0.506445308526357,0.5240963855421686,Unreliable
art_0004,A13,A,Constraint Based,0.4937795867522558,0.31184738955823293,Consistently Poor
art_0004,A14,A,Constraint Based,0.504092804590861,0.09457831325301205,Consistently Poor
art_0004,A15,A,Constraint Based,0.5228258947531382,0.5100401606425703,Unreliable
art_0004,A16,A,Analytical Framing,0.5159447610378266,0.22911646586345383,Consistently Poor
art_0004,A17,A,Analytical Framing,0.47063673933347067,0.5471887550200804,Unreliable
art_0004,A18,A,Analytical Framing,0.5732192526261012,0.28012048192771083,True Robustness
art_0004,A19,A,Analytical Framing,0.411250086625417,0.679718875502008,Unreliable
art_0004,A20,A,Output Format,0.5291749705870946,0.18353413654618472,Consistently Poor
art_0004,A21,A,Output Format,0.48380040228366855,0.30542168674698794,Consistently Poor
art_0004,A22,A,Output Format,0.5380309790372849,0.1180722891566265,Consistently Poor
art_0004,A23,A,Audience Perspective,0.546895319223404,0.527710843373494,Unreliable
art_0004,A24,A,Audience Perspective,0.5287309855222703,0.4216867469879518,Consistently Poor
art_0004,A25,A,Audience Perspective,0.5866109093030295,0.44136546184738956,True Robustness
art_0004,A26,A,Emphasis Focus,0.4206132560968399,0.6204819277108433,Unreliable
art_0004,A27,A,Emphasis Focus,0.559730127453804,0.371285140562249,Consistently Poor
art_0004,A28,A,Emphasis Focus,0.5562034428119659,0.6487951807228916,Unreliable
art_0004,A29,A,Tone Register,0.5734359910090764,0.19959839357429718,True Robustness
art_0004,A30,A,Tone Register,0.5216981401046117,0.6807228915662651,Unreliable
art_0004,A31,A,Tone Register,0.5821413646141688,0.4634538152610442,True Robustness
art_0004,A32,A,Tone Register,0.5395331015189488,0.3289156626506024,Consistently Poor
art_0004,A33,A,Completeness Framing,0.4961344132820766,0.6285140562248996,Unreliable
art_0004,A34,A,Completeness Framing,0.568834106127421,0.4036144578313253,True Robustness
art_0004,A35,A,Completeness Framing,0.6043901900450389,0.34357429718875504,True Robustness
art_0004,B01,B,Lexical Filter,0.30577699045340223,0.48835341365461843,Consistently Poor
art_0004,B02,B,Lexical Filter,0.6463983674844106,0.2897590361445783,True Robustness
art_0004,B03,B,Lexical Filter,0.5473442604144414,0.33514056224899597,Consistently Poor
art_0004,B04,B,Theme Isolation,0.479678917924563,0.5865461847389558,Unreliable
art_0004,B05,B,Theme Isolation,0.5213592032591502,0.4576305220883534,Consistently Poor
art_0004,B06,B,Theme Isolation,0.412821568051974,0.41807228915662653,Consistently Poor
art_0004,B07,B,Theme Isolation,0.5680130819479624,0.45943775100401607,True Robustness
art_0004,B08,B,Theme Isolation,0.6360511898994446,0.3461847389558233,True Robustness
art_0004,B09,B,Persona / Tone,0.5025287503997484,0.4092369477911647,Consistently Poor
art_0004,B10,B,Persona / Tone,0.4497662072380384,0.5763052208835341,Unreliable
art_0004,B11,B,Persona / Tone,0.5776164760192235,0.13032128514056224,True Robustness
art_0004,B12,B,Persona / Tone,0.48640516161918634,0.40060240963855426,Consistently Poor
art_0004,B13,B,Persona / Tone,0.5147191603978475,0.4407630522088353,Consistently Poor
art_0004,B14,B,Persona / Tone,0.42921275595823927,0.3481927710843373,Consistently Poor
art_0004,B15,B,Meta-reflection,0.43737371464570357,0.4018072289156626,Consistently Poor
